id;judul;isbn_issn;tahun_terbit;deskripsi;
5334;Indonesia Dalam Sorotan Dunia;9,79E+11;1996;Buku kecil ini merupakan hasil pemantauan dan penelitian kami dalam perjalanan keluar negeri sebagai Pendekar Pejuang Hak Asasi Manusia  yang sempat mengikuti Konperensi HAM-PBB dan berpidato di Forum Komisi-HAM PBB di Jenewa-Swiss  bulan Juli-Agustus 1993 dan mengikuti Latihan Kepemimpinan Kemasyarakatan dan Konperensi Internasional di Washington DC  Amerika Serikat  Agustus 1995.;5.000.000
5364;Konflik Bersejarah Setan hijau;9,79E+12;2014;Fallschirmjager (Pemburu daru Udara)  pasukan lintas udara Jerman dalam Perang Dunia II  merupakan salah satu kekuatan tempur legendaris pada masa itu  yang bahkan masih dikagumi oleh generasi-generasi yang lahir di kemudian hari.;5.000.000
5366;Konvensi PBB Tentang Hukum Laut Sebuah Tinjauan;9,79E+11;1983;Penanda tanganan Konvensi PBB tentang Hukum Laut yang baru oleh 119 negara di Teluk Montego  Jamaika  pada tanggal 10 Desember 1982 yang lalu merupakan suatu peristiwa dunia yang sangat bersejarah.;2.000.000
5413;Pahlawan Pergerakan Nasional Seri Pahlawan Nasional;9,79E+11;1972;Hakekat kepahlawanan adalah suri-tauladan yang dihadapkan keapda generasi-generasi yang mendatang untuk mereka jadikan pegangan dan sumber inspirasi.;5.000.000
5435;Pendidikan Sains Yang Humanistik;9796721473;2009;Pater J.I.G.M. Drost  S.J. adalah sosok yang menaruh perhatian begitu besar pada bidang pendidikan.;5.000.000
5439;Pengambilan Keputusan Landasan Filosofis, Konsep, Dan Aplikasi;97984331510;2004;Tugas yang dilakukan oleh kita semua dalam masyarakat  tugas para manajer  ilmuwan  insinyur  pengacara  atau politisi  tugas yang kita lakukan yang membentuk sistem dan struktur masyarakat  ekonomi  maupun organisasi  adalah merupakan tugas penyelesaian masalah dan pengambilan keputusan.;5.000.000
5442;Pengantar Manajemen;9,79E+11;2007;Sejarah perkembangan manajemen tidak jauh berbeda dengan perkembangan manusia itu sendiri. Artinya  bahwa manajemen telah berlangsung sejak manusia itu berada di bumi ini  seiring dengan perkembangan dan tuntutan manusia untuk memenuhi kebutuhan hidupnya.;4.000.000
5443;Pengantar Metode Statistik Jilid I;9798015185;1988;Penggunaan metode statistik dalam penelitian ilmiah sebetulnya telah dirintis sejak tahun 1880 ketika F. Galton pertama kali menggunakan korelasi dalam penelitian ilmu hayat.;4.000.000
5486;Petunjuk Teknis Latihan Menembak Senjata Berat Teknis Terpadu;9,79E+11;2021;Petunjuk Teknis Latihan Menembak Senjata Berat Teknis Terpadu;5.000.000
5488;Petunjuk Teknis Taktik Dan Teknik Mekanis;9,79E+11;2021;Petunjuk Teknis Taktik Dan Teknik Mekanis;5.000.000
5491;Pokok Pokok Pemerintahan Di Daerah Dilengkapi Dengan Pemerintahan Desa Dan Pembangunan Desa;9795180533;1991;Buku ini merupakan satu kesatuan dengan buku Sistem Pemerintahan Indonesia  yang membahas sistem pemerintahan Indonesia di daerah semenjak Kemerdekaan Indonesia hingga sekarang ini  sambil menoleh sejenak ke belakang.;5.000.000
5502;Proses Pengelolaan Pembangunan Nasional;9,79E+11;1984;Merupakan suatu kenyataan bahwa terdapat interaksi langsung antara dinamika manusia dan masyarakat di satu pihak dengan perkembangan ilmu pengetahuan dan teknologi di pihak lain.;5.000.000
5506;Reklamasi Laut Dangkal Perekayasaan dan Pelaksanaan Reklamasi bagi Proyek Pantai Mutiara di Pluit Jakarta;9794285501;2004;Selain hujan besar  laut dangkal merupakan salah satu penyebab utama banjir serta terbentuknya wilayah rawa-rawa dan payau pada lembah-lembah lebar dan landai.;5.000.000
5509;Riset Operasional Konsep Konsep Dasar;9795189085;2009;Riset Operasional merupakan suatu ilmu yang menarik  naum karena sifatnya sebagai suatu ilmu kuantitatif  ilmu ini dianggap sulit. Buku ini mencoba menyajikan konsep-konsep yang ada secara sederhana  setahap demi tahap untuk menghilangkan kesan bahwa ilmu ini sulit  sehingga pembaca menjadi menyukai  memahami  dan akhirnya bisa menerapkan ilmu ini dalam pekerjaan masing-masing.;5.000.000
5522;Sejarah Pergolakan Indonesia Dalam Abad XIX;9794951250;1993;Karangan ini merupakan uraian sejarah yang bertujuan untuk memahami peristiwa abad ke XIX. Titik berat dari uraian deskriptif analisis singkat yang terdapat didalamnya  merupakan bahan pelajaran sejarah berkenaan dengan abad tersebut.;5.000.000
5539;Statistik Konsep Dasar, Aplikasi dan Pengembangannya Edisi Keempat;9,79E+12;2015;Statistik pada dasarnya merupakan alat bantu untuk memberi gambaran atas suatu kejadian melalui bentuk yang sederhana  baik berupa angka-angka maupun grafik-grafik.;5.000.000
5542;Strategi Pengelolaan dan Pengendalian Penyakit KHV;9797860043;2005;Perikanan budi daya menjadi tumpuan dan andalan bagi peningkatan produksi di masa yang akan datang guna memenuhi kebutuhan dan pasokan permintaan pasar  seiring dnegan kecenderungan menurunnya hasil penangkapan ikan.;5.000.000
5548;Sultan Mehmet II Sang Penakluk;9,79E+12;2012;"Dimata Muslim  Mehmet II dikenal sebagai Sang Penakluk""  sementara di Barat ia dianggap ""Teror Bagi Dunia"". Pemimpin yang ditakuti pada masanya ini memegang tampuk kekuasaan Kekaisaran Utsmani sejak berusia 12.""";5.000.000
5554;Teknik Kepemimpinan Auren Uris;9,79E+11;1987;Setiap orang dapat mengingat dengan cepat tentang malapetaka besar  dan mungkin orang yang berada disitu dengan cepat dapat mengontrol keadaan. Dalam keadaan seperti itu  anda juga mungkin dapat bertindak dengan cepat tanpa ragu-ragu.;5.000.000
5556;Teknik Menulis Karya Ilmiah Bambang Dwiloka;9795189433;2005;Ada anggapan sebagian mahasiswa  terutama calon sarjana  bahwa menyusun karya ilmiah dengan bahasa yang baik dan benar itu rumit dan menyusahkan. Sebagian mereka itu mengeluh setelah diberi tugas menyusun makalah atau skripsi oleh dosen pembimbing atau oleh lembaga pendidikan tingginya.;5.000.000
5559;Teknologi Roket Untuk Perang Dan Damai;9794160377;1989;Menurut sejarah  roket mula-mula ditemukan oleh bangsa Cina Kuni yang dimanfaatkan untuk menakuti musuhnya. Roket pada waktu itu dikenal sebagai senjata api terbang atau panah api.;5.000.000
5560;Teologi Perjumpaan Buku Kenangan 72 Tahun Roland Dumartheray;9,79E+11;1993;Sebab itu tidaklah mengherankan kalau gereja-gereja di Indonesia begitu banyak mengenal sahabat-sahabat oikumene dari luar negeri. Mereka berasal dari gereja-gereja Belanda  Jerman Swiss  dan negerti-negeri Eropa juga Amerika.;5.000.000
5561;Teori Akuntansi Buku 1 Theodorus M. Tuanakotta;9,79E+11;1984;Buku Teori Akuntansi ini diterbitkan dalam dua jilid. Isi dari masing-masing jilid ini dapat dilihat pada halaman III sampai dengan halaman VI. Buku ini dimaksudkan sebagai buku teks untuk mata kuliah teori akuntansi keuangan yang biasanya diberikan di fakultas-fakultas ekonomi yang mempunyai jurusan akuntansi dan akademi-akademi akuntansi.;5.000.000
5562;Teori Akuntansi Buku 2 Theodorus M. Tuanakotta;9,79E+11;1986;Buku yang dibagi dalam dua jilid  membahas: struktur  konsep. Dan pengukuran dalam teori akuntansi. Untuk memungkinkan pembaca mengerti dan menilai teori akuntansi masa kini  sebuah bab meninjau sejarah teori dan pemikiran akuntansi;5.000.000
5563;Teori Cetak Tinggi;9,79E+11;1979;Di sebagian besar perusahaan percetakan  mesin cetak degel dipergunakan untuk mencetak pekerjaan kecil-kecil. Hasil cetak diperoleh dengan degel yang bergerak  menekan pada dulang-acuan yang berdiri tetap.;5.000.000
5564;Teori Dan Filsafat Ilmu Politik;9,79E+12;2012;"Ilmu Politik dengan Teori Politik dan Filsafat Ilmu Politik"" di Indonesia sudah setengah abad lebih berkembang. Dalam waktu yang boleh dikata relatif pendek sudah cukup banyak terjadi berbagai perkembangan karena pengaruh dunia luar maupun karena terjadinya perkembangan di dalam negeri.""";5.000.000
5565;Teori Dan Profesi Kehumasan Serta Aplikasinya Di Indonesia;97952648010;2008;Bidang profesi humas (hubungan masyarakat) merupakan salah satu aspek manajemen yang diperlukan oleh setiap organisasi  baik itu organisasi yang bersifat komersial (perusahaan) maupun organisasi yang nonkomersial.;5.000.000
5566;Teori Poskolonial Upaya Meruntuhkan Hegemoni Barat;97994401187;2007;Pada dasawarsa terakhir  poskolonialisme telah memainkan peran khusus dengan teori-teori semacam paskastrukturalisme  psikoanalisis ddan feminisme sebagai sebuah wacana kritis utama dalam ilmu-ilmu kemanusiaan.;5.000.000
5567;Teori, Etika Dan Kebijakan Hubungan Internasional;9795472402;1993;Ilmu adalah suatu kumpulan pengetahuan yang terarah dan terpadu menurut bidang telaahan tertentu  yang merupakan hasil pemikiran manusia.;5.000.000
5568;The Art of Learning Sebuah Perjalanan dalam Pencarian Menggapai Puncak Prestasi;9,79E+12;2009;Manusia hendaknya menyelidiki dengan saksama prinsip yang berlaku dalam suatu hal atau peristiwa… Segala sesuatu dan diri diatur oleh prinsip yang sama. Jika engkau dapat memahami salah satunya  maka engkau akan dapat memahami yang lainnya  sebab kebenaran yang ada didalam dan diluar itu adalah sama - Er Cheng Yishu  abad ke-11.;5.000.000
5569;The Jack Welch Secrets 10 Rahasia Sukses CEO Paling Fenomenal DI Zaman Kita;9,79E+12;2009;Tahun-tahun yang lewat menjadi saksi kukuhnya posisi Welch di aula agung para pelaku bisnis hebat. Dalam daftar para pemikir manajemen kelas dunia  the Thinkers 50  para praktisi bisnis hebat mendominasi  dengan Welch dan Bill Gates dalam sepuluh besar.;5.000.000
5570;The Magic Lantern;9796944553;2004;Dengan mengambil latar belakang dunia magis Pusat Bumi yang dihuni oleh bajang  Elf  Goblin  dan penyihir. Magic Lantern menjadi sebuah kisah menawan seputar pengembangan pribadi yang menawarkan kunci sukses dan kebahagiaan kepada para pembacanya.;5.000.000
5571;The Manager's Self Assessment Kit;9794420069;1993;Buku ini diperuntukkan bagi para manajer yang ingin mengembangkan karier mereka sendiri. Jika Anda serang meniti karier awal atau telah mencapat tingkat madya  maka buku ini sesuai untuk Anda.;5.000.000
5572;The Ten Laws of Leadership Sepuluh Hukum Kepemimpinan;9792003606;1999;"Here are ten laws which are absolutely essential if you are in a position of leadership. Just as there are principles that govern nature  so there are definite principles which are vital in leadership. Don't stagger on in ignorance  Leaders are readers. Study well these principles to become the leader you are meant to be.""- Author""";5.000.000
5573;Tips Dan Trik Public Relations;9,79E+11;2004;Upaya untuk mereposisi industri public relations Indonesia pada dasarnya merupakan kemampuan mengintegrasikan beberapa faktor penting. Dari perspektif makro  para profesional public relations harus memimpin hubungan organisasi dengan masyarakat.;5.000.000
5574;TNI Antara Tuntutan Reformasi dan Beban Sejarah;9,79E+11;2000;Sejak reformasi bergulir  eksistensi TNI tidak henti-hentinya mendapat sorotan. Perkembangan terakhir  Polisi memisahkan diri dari ABRI secara struktural  saat mana TNI disibukkan dengan berbagai gangguan keamanan dan established politik di elite pemerintahan.;5.000.000
5575;Tragedi Anak Revolusi;979444071X;1989;Pada zaman modern seperti sekarang ini  jarang ada suatu bangsa yang telah menderita akibat suatu tukanan politik. Akan tetapi penderitaan semacam itu telah dialami oleh rakyat Cina dalam seperempat abad terakhir ini.;5.000.000
5576;Undang-Undang Otonomi Daerah 1999;9,79E+11;1999;Undang-Undang Otonomi Daerah 1999 UU No. 22 tahun 1999 tentang Pemerintahan Daerah UU No. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU No. 28 tahun 1999 tentang Penyelenggara Negara yang bersih dan bebas dari Korupsi Kolusi Nepotisme dan Komentar Pakar Hukum Administrasi Negara dan Komentar Pakar Hukum Administrasi Negara Prof. Dr. Philipus M. Hadjon SH.;5.000.000
5577;Undang-Undang Otonomi Daerah 1999;9,79E+11;1999;Undang-Undang Otonomi Daerah UU no. 22 tahun 1999 tentang Pemerintah Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggaraan Negara yang bersih dan bebas dari Korupsi  Kolusi dan Nepotisme.;4.750.000
5578;Undang-Undang Otonomi Daerah 1999 Dan Petunjuk Pelaksanaan Undang-Undang Otonomi Daerah;9,79E+11;2000;Undang-Undang Otonomi Daerah 1999 UU no. 22 tahun 1999 tentang Pemerintahan Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggara Negara yang Bersih dan Bebas dari KKN.;4.750.000
5579;Unholy Trinity;9,79E+12;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;4.875.000
5580;Usaha Memahami Undang-Undang Tentang Peradilan Tata Usaha Negara Buku II;9794162213;1994;Dewasa ini semakin banyak masyarakat menggugat para pejabat dan lembaga pemerintah. Hal ini menunjukkan bahwa keberadaan Peradilan Tata Usaha Negara sebagai lembaga pengaduan sangat diperlukan.;4.777.778
5581;Wawasan Politik Mengenai Sistem Pendidikan Nasional;9,79E+11;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;4.894.737
5582;Worldclass Manufacturing Dekade Mendatang;9798901460;1996;Semenjak ditemukannya metode pembukuan berpasangan (double-entry)  manajer menilai kekayaan perusahaan melalui penjualan dan keuntungan. Kini  Richard J. Schonberger  arsitek revolusi Just-In-Time dunia  dengan melampaui batas-batas ukuran finansial mendefinisikan kembali arti keunggulan-dan mengungkapkan  dengan data bencmark baru  bagaimana para pelopor menjadi dinasti.;4.950.000
5591;Wacana Digital Digital Discourse;9,79E+12;2019;Perubahan linguistik terbaru adalah produk dari sekumpulan perubahan sosial. Dan saya akan membicarakan Amerika Serikat sebagai konteks yang paling saya pahami.;5.000.000
5592;Pengantar Ilmu Kepemimpinan;9,79E+12;2018;Menjadi Pemimpin merupakan suatu keinginan yang ditumbuhkan oleh dasar keyakinan yang kuat  dan salah satu keyakinan tersebut didasarkan oleh semangat melakukan perubahan yang teraplikasi dalam bentuk tindakan atau aksi yang nantinya terlihat dalam bentuk hasil yang diperoleh atau buah dari keyakinan.;5.000.000
5593;Kepemimpinan Efektif Teori Penelitian Dan Praktek;9,79E+12;2020;Setiap manusia adalah pemimpin  minimal memimpin dirinya sendiri. Oleh sebab itu  kepemimpinan adalah urusan setiap orang. Setiap pemimpin diminta pertanggungjawabannya kepada atasan yang mengangkatnya.;5.000.000
5594;Dasar-Dasar Hubungan International;9,79E+12;2017;Studi Hubungan Internasional (HI) adalah bagian dari ilmu sosial (social science) sebagaimana halnya sosiologi  antropologi  ilmu komunikasi  ilmu ekonomi  ilmu politik  dan sebagainya.;5.000.000
5596;Audit Internal Sektor Publik;9,79E+12;2019;Sungguh keliru jika ada yang beranggapan bahwa pekerjaaan audit adalah pekerjaan baru atau pekerjaan modern. Sebab sejatinya  pekerjaan audit sudah ada sejak manusia mampu menghitung  baik secara lisan maupun tulisan.;5.000.000
5597;Memahami Terorisme Sejarah Konsep Dan Model;9,79E+12;2016;Fenomena kemunculan aksi terorisme dalam satu dasawarsa terakhir telah menjadi fitur gerakan sosial yang sangat memprihatinkan di berbagai belahan dunia. ;5.000.000
5599;Teori Hubungan Internasional;9,79E+12;2020;Buku ini dirancang sebagai bahan ajar untuk mahasiswa yang menempuh mata kuliah teori HI. Buku-buku ajar dengan tema sejenis sebenarnya tersedia cukup melimpah.;5.000.000
5600;Ancaman Nyata Radikalisme Melalui Dunia Maya;9,79E+12;2020;"Secara bahasa  istilah ideologi"" berasal dari kata ""ideo"" (cita-cita) dan ""logy"" (pengetahuan  ilmu  paham)  sehingga ideologi bermakna paham yang terkait dengan cita-cita di masa mendatang.""";5.000.000
5605;Analisis Data Penelitian Kualitatif;9,79E+12;2021;Dalam penelitian banyak kita jumpai data yang bersifat non-numerik. Data non-numerik sering kali dikaitkan dengan pendekatan penelitian kualitatif.;5.000.000
5606;Berpikir Kritis & Kreatif Cetakan I;9,79E+12;2018;Setiap domain mengandung beberapa elemen cara/kemampuan berpikir yang diurutkan menurut urutan tingkat pemahaman (awal-akhir  lihat tampilan Taxonomy bloom).;5.000.000
5610;Reformasi Birokrasi Dalam Transisi;9,79E+12;2016;Lingkungan global mengalami perubahan tak terelakan ke arah masyarakat yang terhubung satu sama lain (interconnected societies) tanpa dibatasi sekat-sekat wilayah yurisdiksi negara ataupun asosiasi pemerintahan skala regional.;5.000.000
5611;Hibah Dan Bantuan Sosial Yang Bersumber dari APBD;9,79E+12;2018;Saat ini regulasi pemberian hibah dan bantuan sosial yang bersumber dari APBD oleh Pemerintah Daerah baik Pemerintah Provinsi dan Pemerintah Kabupaten/Kota dapat dikatakan komplit.;4.000.000
5619;Gerakan Moderasi Agama Menghadapi Gelombang Radikalisme;9,79E+12;2020;Untuk mengawali pembicaraan terhadap tema ini maka perlu terlebih dahulu dikemukakan paparan tentang definisi agama. Dalam kehidupan sehari-hari  agama memiliki signifikansi sebagai landasan etik  moral maupun spiritual dalam pembangunan kehidupan kebangsaan.;5.000.000
5620;Memudarnya Supremasi Barat Di Tengah Kebangkitan Asia;9,79E+12;2020;Salah satu pernyataan paling mengejutkan yang mencuat dalam munich Security Conference (MSC)  Sebuah perhelatan tahunan komunitas strategis Barat.;5.000.000
5624;Handbook of Writing Panduan Lengkap Menulis;9,79E+12;2017;Ada banyak alasan mengapa orang menulis. Yang paling mendasar tentu adanya keinginan seseorang menuangkan apa yang ada di benaknya ke dalam simbol tulis.;4.000.000
5625;Metodologi Penelitian Kuantitatif, Kualitatif, Dan Mix Method Edisi Kedua;9,79E+12;2019;Konsep sangat penting bagi pembentukan atau untuk membangun suatu teori bagi kepentingan suatu penelitian yang menghasilkan ilmu atau kepentingan praktis. Membangun suatu teori sangat dibutuhkan dukungan konsep yang banyak.;5.000.000
5626;Metode Penelitian Kuantitatif;9,79E+12;2019;Dalam hal ini penulis mengemukakan bahwa  secara umum metode penelitian diartikan sebagai cara ilmiah untuk mendapatkan data dengan tujuan dan kegunaan tertentu. Terdapat empat kata kunci yang perlu diperhatikan yaitu cara ilmiah  data  tujuan  kegunaan tertentu.;5.000.000
5630;An Introduction To Human Resource Management Second Edition;9,79E+12;2005;The main purpose of this book is to give a balanced introduction to the complex world of human resource management.;5.000.000
5635;The Us Army War College Quarterly Parameters Vol 49 No 1-2;9,79E+13;2019;The idea that China will employ an anti-access strategy against the United States has become conventional wisdom.;5.000.000
5636;The Us Army War College Quarterly Parameters Vol 48 No 4;9,79E+13;2019;The 67th Annual Student Conference on US Affairs conducted at the United States Military Academy brought college students together from all over the country to discuss a variety of issues related to confronting inequality.;5.000.000
5637;The Us Army War College Quarterly Parameters Vol 50 No 4;9,79E+13;2021;Since the drawdown of combat action in Iraq and Afghanistan  suicide and self-inflicted injury account for more deaths annually across the armed forces than all other factors except accidents.;5.000.000
5651;A Short History Of World War II Editorial Consultant;9,79E+13;2020;Discover the story of the world's deadliest ever war. Combining expert historical insight with account of combatants and civilians  A Short History of World War II offers a brilliant summary of the most important military  strategic  and political events across all theatres.;5.000.000
5654;100 Kebiasaan Orang Sukses;9,79E+12;2019;Buku ini memuat panduan untuk mewujudkan semua impian Anda  dari impian luar biasa yang ambisius hingga impian sederhana yang bermakna. Setiap babnya mengandung suatu pemikiran baru yang akan membantu Anda mempelajari serta mengoptimalkan pola pikir dan kebiasaan yang Anda perlukan untuk sukses dalam pekerjaan dan kehidupan.;5.000.000
5669;Urban Warfare in the Twenty-First Century;9,78E+12;2021;I cannot remember precisely when it was. It may have been in 2001 or 2002  or it might have been in 2004 or 2005  after I had already started to work on the armed forces.;5.000.000
5670;Jangan Membuat Masalah Kecil Jadi Masalah Besar: Cara Mudah Mencegah Masalah Kecil Mengganggu Hidup Kita;9,79E+11;2021;Banyak hal dalam hidup ini yang sebenarnya hanya masalah kecil  tapi kita memperlakukannya sebagai masalah besar. Sebenarnya  dengan membentuk perspektif baru bahwa masalah-masalah itu memang kecil  kita akan mempunyai lebih banyak waktu untuk memikirkan hal-hal yang benar-benar merupakan masalah besar.;4.000.000
5672;PROXY WAR The Least Bad Option;9,78E+12;2019;Proxy War explores the circumstances under which indirect warfare works best  how to evaluate it as a policy option  and the possible risks and rewards.;5.000.000
5674;Kekuatan Laut Sebuah Pedoman untuk Abad Kedua Puluh Satu;9,79E+11;2021;Karena pengaruhnya terhadap negara dan juga penyelenggaraannya  globalisasi adalah fakta sentral dari lingkungan strategis awal abad ke-21.;5.000.000
5675;Pada Titik Penentu di Sinai : Peran Jabatan Para Jenderal di Perang Yom Kippur;9,79E+11;2021;Buku ini bukan sejarah untuk keperluan historis tetapi studi tentang kepemimpinan militer- suatu seni memerintah di tingkat tertinggi.;5.000.000
5676;Seni Perang Pusat strategi Kampanye Militer;9,79E+11;2021;SENI PERANG THE ART OF WAR SUN TZU;5.000.000
5677;Menyusun Strategi untuk Peperangan Ireguler : Kerangka Analisis dan Tindakan Pusat Studi Peperangan Asimetris;9,79E+11;2021;MENYUSUN STRATEGI UNTUK PEPERANGAN IREGULER KERANGKA ANALISIS DAN TINDAKAN;5.000.000
5678;Buku IQRO' Cara Cepat Belajar Menbaca Al-Qur'an;9,79E+11;1990;Buku Iqro Cara Cepat Belajar Membaca Alquran merupakan buku yang berisikan metode belajar membaca Al Quran dengan cepat dan tepat. Di dalam buku Iqro ini terdapat 10 unsur yakni bacaan langsung  CBSA Cara Belajar Santri Aktif  Privat / Klasikal  Modul  Asistensi  Praktis  Sistematis  Variatif  Komunikatif  dan Fleksible.;5.000.000
5679;Masa Depan Strategi Pusat Studi Diplomasi Pertahanan;9,79E+11;2021;MASA DEPAN STRATEGI COLIN S GRAY THE FUTURE OF STRATEGY PUSAT STUDI DIPLOMASI PERTAHANAN;5.000.000
5680;Perang Sang Kutu : Studi Klasik Peperangan Gerilya;9,79E+11;2021;PERANG SANG KUTU STUDI KASUS PEPERANGAN GERILYA WAR OF THE FLEA PUSAT STUDI STRATEGI PERA;5.000.000
5681;Uraian Butir - Butir Mutiara Konstitusi Indonesia;9,79E+12;2021;Pewarisan dan Pelestarian Nilai-nilai Pancasila  Cita-Cita dan tujuan didirikannya Negara Indonesia Merdeka demi terjaga dan kokohnya Persatuan Indonesia melalui Dekrit Presiden yang terkoordinasikan.;5.000.000
5682;Bisnis Waralaba Indomaret 7 Langkah Cerdas Menjadi Investor Minimarket;9,79E+12;2019;Buku ini cocok bagi Anda yang ingin memulai dan mengembangkan investasi minimarket waralaba Indomaret karena segalanya dijelaskan secara gamblang.;5.000.000
5683;Exclusive Edition Juz 'Amma Tajwid Berwarna;9,79E+12;2014;Juz 'Amma Tajwid Berwarna dilengkapi dengan Transliterasi  Hikmah atau Asbabun Nuzul di setiap Surat  Belajar Wudhu dan Shalat  Kumpulan Doa-doa penting  dan Asmaul Husna;5.000.000
5684;Pandu Majalah Prajurit;9,77E+12;2021;19 Desember 1948  Belanda melakukan serangan ke Kota Yogyakarta yang merupakan Ibukota Indonesia kala itu (Agresi Militer Belanda II).;5.000.000
5685;The Great Military Rivalry : China VS the U.S.;9,79E+11;2021;"A quarter-century ago  China conducted what it called missile tests"" bracketing the island of Taiwan to deter it from a move toward independence by demonstrating that it could cut its ocean lifelines.""";5.000.000
5686;Dien Bien Phu : Perang Indonesia Pertama 1946 - 1954;9,79E+11;2021;Tepat saat Perang Dingin dimulai  seorang pemuda bernama Bernard de Lattre tiba di Indonesia pada tahun 1949. Ia adalah seorang letnan di Angkatan Darat Prancis dan pahlawan Perang Dunia Kedua yang dihormati.;5.000.000
5687;Pembebasan Bangladesh;9,79E+11;2021;Sejarah menjadi cermin bangsa. Suatu bangsa harus berani bercermin untuk menemukan kekurangan agar bisa mengobatinya. Harus ada keberanian untuk menerima refleksi masa lalu  betapa pun menyakitkannya.;5.000.000
5688;Dendam Sejarah Khubilai Khan di Tanah Jawa (Awal Benturan Peradaban) di Nusantara;9,79E+11;2017;Sejarah adalah rekonstruksi masa lalu yaitu apa saja yang sudah dipikirkan  dikerjakan  dikatakan  dirasakan  dan dialami oleh orang.;5.000.000
5689;Proxy Wars Suppressing Violence Through Local Agents;9,78E+12;2019;After invading Iraq and removing Saddam Hussein from power in 2003  the United States raced to build a new government in Baghdad that would  in the hopes of the administration  be an ally in the global war on terror.;5.000.000
5690;The Great Shifting Series on Disruption;9,79E+12;2018;Buku ini menunjukkan tiga gagasan fundamental dalam gelombang peralihan besar: PLATFORM  PERUBAHAN PERILAKU KEHIDUPAN  dan PENGARUHNYA pada BISNIS dan EKONOMI.;5.000.000
5691;Al Majid Al - Qur'an Terjemah, dan Tajwid Warna;9,79E+11;2015;Terjemah dan Tajwid Warna Standar Kemenag RI Al Akhbar  Asbabun Nuzul  Panduan Tajwid dan Etika Membaca Al-Qur'an dan Doa-doa.;5.000.000
5692;As Samad Al - Qur'an Tajwid Warna;9,79E+11;2015;Al-Qur’an Tajwid Warna Tanpa Terjemah As-Samad A5  ini diharapkan bisa lebih memberikan motivasi kepada kaum muslim untuk lebih giat membaca  belajar dan menghafal Al-Qur’an. Tiap halaman berakhir pada akhir ayat dengan sempurna. Dengan ukuran kecil namun tulisan yang jelas  sehingga mudah dibawa  enak dipakai belajar tilawah dan hafalan.;5.000.000
5693;Tragedi Politik Negara Besar Edisi Pembaruan;9,79E+11;2021;"Sebagian besar orang-orang yang tinggal di Negara Barat percaya bahwa perpetual peace"" (perdamaian abadi) di antara negara besar di dunia sudah di depan mata.""";5.000.000
5700;80/20 Prinsip Pareto Untuk Mendapatkan hasil luar biasa tanpa usaha luar biasa;9,79E+12;2018;80/20 Prinsip Pareto  atau disebut juga aturan 80/20  yang telah terbukti dalam dunia sains  bisnis  dan ekonomi  menyatakan bahwa 80 persen hasil atau efek disebabkan oleh 20 persen upaya atau kausa. Sekadar contoh  20 persen pelanggan umumnya berkontribusi pada 80 persen keuntungan perusahaan;5.000.000
5701;100 Kebiasaan Orang Sukses;9,79E+13;2019;Buku ini memuat panduan untuk mewujudkan semua impian Anda  dari impian luar biasa yang ambisius hingga impian sederhana yang bermakna. Setiap babnya mengandung suatu pemikiran baru yang akan membantu Anda mempelajari serta mengoptimalkan pola pikir dan kebiasaan yang Anda perlukan untuk sukses dalam pekerjaan dan kehidupan.;4.857.143
5702;Bagaimana Demokrasi Mati;9,79E+12;2019;Demokrasi bisa mati karena kudeta atau mati pelan-pelan. Kematian itu bisa tak disadari ketika terjadi selangkah demi selangkah  dengan terpilihnya pemimpin otoriter  disalahgunakannya kekuasaan pemerintah  dan penindasan total atas oposisi. Ketiga langkah itu sedang terjadi di seluruh dunia dan kita semua mesti mengerti bagaimana cara menghentikannya. Dalam buku ini  dua profesor Harvard Steven Levitsky dan Daniel Ziblatt menyampaikan pelajaran penuh wawasan dari sejarah untuk menerangkan kerusakan rezim selama abad ke-20 dan ke-21. Mereka menunjukkan bahayanya pemimpin otoriter ketika menghadapi krisis besar.;5.000.000
5703;Berubah Atau Punah;9,79E+12;2022;"Buku ini berisi berbagai pengalaman konkret dan luas yang dimiliki oleh para praktisi profesional sumber daya manusia. Paparan dalam bentuk story telling meliputi berbagai tahapan transformasi  serta mencakup juga variasi tantangan dan bagaimana mereka mengatasinya. Untuk itu  para penulis sepakat memberi judul buku ini Berubah atau Punah"" yang menggambarkan sebuah ajakan untuk bertransformasi di tengah berbagai distrupsi yang terjadi saat ini. Inilah sebuah panggilan nyata untuk membawa perubahan budaya di dalam organisasi atau perusahaan untuk menjadi lebih baik lagi.""";5.000.000
5704;FIND YOUR WAY;9,79E+12;2019;FIND YOUR WAY;5.000.000
