id;user_id;judul;tahun_terbit;deskripsi;created_at
3786;3044;Warga Baru (Kasus Cina di Indonesia);1996;Buku ini tidak bermaksud untuk mengungkit masalah hubungan pribumi dan non pribumi atas dasar prasangka yang emosional dan tak beralasan. Namun merupakan upaya untuk mendapatkan titik-titik persoalan yang sudah mengabur  yang mudah-mudahan dapat menjadi bahan untuk upaya penyelesaian.;21/03/23 14.29
3123;3044;Wartawan? Matilah Kau;2010;Siapa bilang Indonesia tak hebat. Saya coba lihat data sejarah. Selama 43 tahun setelah merdeka  kita hanya punya dua presiden. Tapi yang mengejutkan setelah itu dalam tempo sembilan tahun kita punya empat presiden.;21/03/23 14.29
5773;3024;SUPER HUMBLE;2022;Pemimpin yang baik itu dicintai anak buahnya  akan tetapi yang lebih baik lagi kalau Pemimpin itu mencintai anak buahnya. ;22/03/23 14.43
4581;3069;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;22/03/23 20.30
2497;3103;Buku Petunjuk Teknik Tentang Pembinaan Ketahanan Wilayah;2004;Buku Petunjuk Teknik Tentang Pembinaan Ketahanan Wilayah;22/03/23 20.41
4433;3069;Pengantar Studi Hubungan Internasional;1998;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;22/03/23 20.53
5783;3013;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;23/03/23 01.38
4724;3013;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;23/03/23 01.40
5772;3013;DAR MEMBONGKAR OPERASI PSIKOLOGI GERAKAN INTOLERANSI;2021;Pertama  seperti yang selalu saya tanamkan kepada taruna-taruni  saat saya menjabat sebagai Gubernur Akademi Militer (Akmil) di Magelang  nilai-nilai spiritualitas harus selalu jadi pegangan teguh. Karena spiritualitas akan menciptakan kesadaran tinggi terhadap nilai-nilai toleransi.;23/03/23 01.40
4297;3013;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;23/03/23 01.42
4481;3013;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;23/03/23 01.43
5600;3013;Ancaman Nyata Radikalisme Melalui Dunia Maya;2020;"Secara bahasa  istilah ideologi"" berasal dari kata ""ideo"" (cita-cita) dan ""logy"" (pengetahuan  ilmu  paham)  sehingga ideologi bermakna paham yang terkait dengan cita-cita di masa mendatang.""";23/03/23 01.52
3740;3013;AKU MELAWAN TERORIS SEBUAH KEDUSTAAN ATAS NAMA ULAMA AHLUSUSUNNAH;2005;Siapa tak kenal Imam Samudra? Ia begitu popular karena menjadi tersangka dalam kasus Bom Bali. Sebuah buku atas namanya meluncur  yang berjudul : AKU MELAWAN TERORIS. Repotnya  buku yang sarat subhat itu justru menggunakan berbagai 'dalil' yang kemudian ditafsir seenak perut. Tujuannya tentu  mencari pembenaran atas aksi yang mengatasnamakan Islam itu.;23/03/23 01.54
2639;3013;Bom Bali Buku Putih Tidak Resmi Investigasi Teror Bom Bali;2002;Bali telah menjadi kata kunci bagi gerbang kelangsungan hidup bangsa Indonesia. Ketika negeri ini memasuki krisis ekonomi  dan hampir semua wilayah menderita akibat krisis itu  Bali tetap tegak dengan tegar. Wisatawan asing yang datang membawa dollar menemukan Bali bagaikan the lost paradise  surga yang hilang  karena murahnya kehidupan yang diukur dengan dollar.;23/03/23 01.54
2402;3013;DARI RADIKALISME MENUJU TERORISME;2012;SETARA Institute merupakan organisasi perhimpunan yang menaruh perhatian pada penguatan demokrasi  pluralisme  dan hak asasi manusia. Isu radikalisme dan terorisme merupakan salah satu fokus kajian yang dikembangkan SETARA Institute sejak tahun 2007.;23/03/23 01.55
3197;3013;Darurat Terorisme;2014;Upaya penindakan terorisme dengan menggunakan pendekatan penegakan hukum (koersif) belum mampu mencegah berulangnya aksi terorisme  dan seringkali memicu pertentangan di tengah masyarakat bahkan memunculkan rasa dendam yang tinggi terhadap aparat penegak hukum.;23/03/23 01.56
3762;3013;Deradikalisasi Nusantara;2016;Terorisme seakan tidak mengenal akhir. Selama cita-cita perjuangan mereka tidak pernah tercapai selama itu potensi ancaman terorisme akan terus berlangsung.;23/03/23 01.56
2452;3013;DERADIKALISASI TERORISME;2009;Terdapat berbagai interpretasi tentang pengertian teror  teroris  dan terorisme. Kata-kata tersebut menjadi kunci yang sangat penting untuk dipahami dalam pembahasan buku ini. Kata teror sendiri berasal dari bahasa Latin terrorem yang memiliki arti rasa takut yang luar biasa. Dalam kata kerja  terrere berarti membuat takut atau menakut-nakuti.;23/03/23 01.57
2717;3013;Gaya Indonesia Menghadang Terorisme;2009;Setiap manusia membutuhkan kedamaian  kecukupan  dan kemakmuran. Namun  seringkali yang diperoleh adalah suatu keadaan dan kondisi yang sebaliknya  yaitu peperangan  kekerasan  kekurangan  dan kemiskinan.;23/03/23 01.58
2727;3013;GERAKAN SALAFI RADIKAL DI INDONESIA;2004;Munculnya berbagai gerakan Islam dalam beberapa tahun terakhir pasca-jatuhnya Soeharto patut untuk dicermati. Hal ini disebabkan oleh kenyataan bahwa aksi-aksi yang mereka lakukan bertolak belakang dengan kelompok mayoritas Muslim di negeri ini yang dikenal moderat dan toleran.;23/03/23 01.58
3867;3013;Peralihan Kekuasaan Kajian Teroris dan Yuridis Terhadap Pidato Nawaksara;1997;Peralihan kekuasaan Presiden merupakan tema besar dalam ilmu politik dan ketatanegaraan  UUD 1945 telah memberikan ketentuan tentang pemilihan Presiden dan Wakil Presiden  namun dalam praktek tidak cukup dihormati.;23/03/23 02.01
2755;3013;ISIS Mengungkap Fakta Terorisme Berlabel Islam;2014;Mengikuti berita perkembangan ISIS  terutama pasca-bom Paris  ingatan kita terbawa pada sebuah film yang dikenal sangat berani mengkritik kekerasan dan intoleransi agama  namun dengan cara satir yang jenaka.;23/03/23 02.01
2756;3013;ISIS Organisasi teroris Paling Mengerikan Abad Ini;2014;Ketika Uni Soviet menguasai Afghanistan  timbullah akal Amerika dan jamaahnya ingin mengusir Uni Soviet tanpa pengorbanan. Maka dibentuklah perlawanan terhadap Uni Soviet dengan menggunakan orang-orang Muslim garis keras dari Afghanistan dan negeri-negeri Ilsam lainnya yang berpaham Salafi Wahabi.;23/03/23 02.02
2411;3013;ISLAM DAN TERORISME;2005;Berbagai gesekan dan benturan yang terjadi antarumat beragam bahkan antaragama yang melanda tanah air akhir-akhir ini lebih disebabkan oleh ulah individu atau golongan yang mengatasnamakan agama untuk kepentingan pribadi atau kelompoknya  bukan karena agama itu sendiri.;23/03/23 02.02
2468;3013;JARINGAN BARU TERORIS SOLO;2014;Ada kesulitan tersendiri untuk memahami apa sebenarnya yang terjadi terkait dengan aksi-aksi terorisme. Terorisme terdengar begitu menggetarkan dan menakutkan karena pasca-aksinya selalu dibahas heboh di semua media massa.;23/03/23 02.03
3267;3013;Kejahatan Terorisme Perspektif Agama, HAM dan Hukum;2004;Mengapa bangsa yang katanya berbudaya  berbudi luhur  ramah-tamah  sopan-santun  religius  tolong menolong  dan gotong royong ini berubah menjadi bangsa atau masyarakat yang 'homo homini lupus'  anarkis  brutal  dalam hampir seluruh bidang kehidupan  dan strata (Prof. J.E. Sahetapy  2000).;23/03/23 02.04
3908;3013;Kerjasama ASEAN dalam Upaya Nasional Menuju Peran untuk Memerangi Terorisme Melalui Pemberantasan Pencucian Uang dan Penyelundupan Senjata;2003;Isu terorisme telah menjadi perhatian dunia semenjak peristiwa 11 September 2001 yang menimpa Menara Kembar World Trade Center di New York dan markas besar Departemen Pertahanan Amerika Serikat (Pentagon).;23/03/23 02.05
2318;3013;ORANG JAWA JADI TERORIS;2011;Meski istilah teror dan terorisme baru mulai populer pada abad ke-18  fenomena yang ditunjukannya bukanlah baru.;23/03/23 02.06
3458;3013;Origins of Terorism;2003;Teroris dan terorisme secara internasional telah menjadi kekuatan besar. Penyanderaan dan tindakan-tindakan kekerasan untuk suatu tujuan politik sudah menjadi hal yang biasa di seluruh dunia.;23/03/23 02.06
3102;3013;TERORISME SEBAGAI KEJAHATAN TERHADAP KEMANUSIAAN;2012;TERORISME SEBAGAI KEJAHATAN TERHADAP KEMANUSIAAN;23/03/23 02.07
2377;3013;PERLINDUNGAN HAK TERSANGKA,TERDAKWA,DAN KORBAN TINDAK PIDANA TERORISME DALAM SISTEM PERADILAN PIDANA INDONESIA;2007;"Masalah terorisme memasuki abad ke-21 telah merupakan salah satu dari lima bentuk ancaman terhadap perdamaian dan keamanan dunia sebagaimana telah ditegaskan dalam Laporan High Panel tentang  Threats  Challenge  and Change"" (2004).""";23/03/23 02.07
2461;3013;RADIKALISME HANCURKAN ISLAM;2005;Radikalisme dan terorisme yang menggunakan simbol agama telah merusak citra kemanusiaan  citra agama  dan menempatkan kaum muslimin pada posisi yang sulit.;23/03/23 02.07
3559;3013;Sejarah Teror Jalan Panjang Menuju 11/9;2011;Pada Hari Raya Saint Patrick  Daniel Coleman  seorang agen di kantor FBI (Federal Bureu of Investigation/Biro Penyelidik Federal) wilayah New York yang menangni kasus intelijen asing  mengemudikan mobilnya ke Tysons Corner di kawasan Virginia  untuk menerima penugasan baru.;23/03/23 02.07
3054;3013;Selamatkan Negeri Kita dari Terorisme;2002;Dalam perjalanan sejarah  rasa kebersamaan kita berkali-kali diuji. Tidak hanya pihak asing yang menguji kita melalui penjajahan  namun juga perpecahan internal melalui aneka pemberontakan. Alhamdulilah  selama ini kita selalu berhasil mengatasi krisis  dan tetap bersatu sebagai sebuah bangsa.;23/03/23 02.07
3909;3013;Teror & Demokrasi dalam I'dad (Persiapan) Jihad (Perang);2013;Meluasnya aksi jihad perang atas nama Tuhan  antara lain dengan teror  memicu sanggahan bahwa pemahaman itu sebagai kepalsuan atau kesalahan penafsiran Al-Qur'an dan sejarah kenabian.;23/03/23 02.07
4077;3013;Teror Bom di Indonesia;2005;Bumi Indonesia berguncang  masyarakat internasional terperangah  dan ibu pertiwi berduka ketika pada 12 Oktober 2002  bom meledak di Kuta  Bali. Sebanyak 202 orang meninggal  88 diantaranya berkewarganegaraan Australia.;23/03/23 02.08
4055;3013;Terorisme Adjie S., Msc;2005;Pada suatu hari  aksi teroris akan terjadi di berbagai tempat di seluruh belahan dunia  untuk berbagai motivasi dan alasan. Apa pun bentuknya motivasi dan alasan tersebut  sebagai kelompok separatis  anarkhis  ketidak sepakatan  nasionalis  Marxist revolusionaris  ideologi kepercayaan/agama  politik dan lain sebagainya  telah menandai bahwa mereka sebagai teroris  yang secara langsung telah melakukan aksi kekerasan terhadap non-combatan.;23/03/23 02.08
3388;3013;Terorisme ideologi penebar ketakutan;2010;Terorisme ideologi penebar ketakutan;23/03/23 02.08
2069;3013;TERORISME DI INDONESIA;2012;Keterlibatan saya dalam penelitian teror berawal dari 14 kaset video berisi rekaman wawancara seorang wartawan film dokumenter freelance  Daniel Rudy Haryanto  terhadap empat orang terpidana Bom Bali 1 yaitu Imam Samudra  Amrozi  Gufron  dan Ali Imron.;23/03/23 02.08
4481;3157;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;23/03/23 10.20
4724;3157;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;23/03/23 10.21
4581;3081;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;23/03/23 10.58
5781;3118;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 5 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO DAERAH MILITER (ORGAS BERKANGDAM);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 5 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO DAERAH MILITER (ORGAS BERKANGDAM);23/03/23 11.32
5780;3118;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT UJI COBA;23/03/23 11.34
1555;3118;222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD;2020;Taskap yang dibuat dengan Judul 222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD.;23/03/23 11.36
1430;3118;107 OPTIMALISASI PERAN KODAM XII TANJUNGPURA DALAM MENGAMANKAN WILAYAH PERBATASAN RI-MALAYSIA DI PROVINSI KALIMANTAN BARAT;2020;Taskap yang dibuat dengan Judul 107 OPTIMALISASI PERAN KODAM XII TANJUNGPURA DALAM MENGAMANKAN WILAYAH PERBATASAN RI-MALAYSIA DI PROVINSI KALIMANTAN BARAT.;23/03/23 11.43
5509;3013;Riset Operasional Konsep Konsep Dasar;2009;Riset Operasional merupakan suatu ilmu yang menarik  naum karena sifatnya sebagai suatu ilmu kuantitatif  ilmu ini dianggap sulit. Buku ini mencoba menyajikan konsep-konsep yang ada secara sederhana  setahap demi tahap untuk menghilangkan kesan bahwa ilmu ini sulit  sehingga pembaca menjadi menyukai  memahami  dan akhirnya bisa menerapkan ilmu ini dalam pekerjaan masing-masing.;23/03/23 12.04
5506;3013;Reklamasi Laut Dangkal Perekayasaan dan Pelaksanaan Reklamasi bagi Proyek Pantai Mutiara di Pluit Jakarta;2004;Selain hujan besar  laut dangkal merupakan salah satu penyebab utama banjir serta terbentuknya wilayah rawa-rawa dan payau pada lembah-lembah lebar dan landai.;23/03/23 12.04
5435;3013;Pendidikan Sains Yang Humanistik;2009;Pater J.I.G.M. Drost  S.J. adalah sosok yang menaruh perhatian begitu besar pada bidang pendidikan.;23/03/23 12.04
5290;3013;Catatan Kecil Tentang Penelitian Dan Pengembangan Ilmu Pengetahuan;2007;Asas dan alasan apakah yang dapat menyebabkan bahwa pengetahuan bersifat ilmiah? Ciri pengetahuan ilmiah berkenaan dengan anggapan bahwa pengetahuan tersebut berlaku umum.;23/03/23 12.04
5785;3079;PERATURAN KEPALA STAFF ANGKATAN DARAT NOMOR 11 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PUSAT INTELIJEN TNI ANGKATAN DARAT UJI COBA;2022;PERATURAN KEPALA STAFF ANGKATAN DARAT NOMOR 11 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PUSAT INTELIJEN TNI ANGKATAN DARAT UJI COBA;23/03/23 16.29
4863;3080;100 Tokoh Paling Berpengaruh Sepanjang Masa;2005;Pada tahun 1978  ketika buku Hart  100 Tokoh Paling Berpengaruh Sepanjang Masa yang kontroversial pertama kali dipublikasikan  banyak kritik menolak Hart yang telah berani tidak hanya memilih siapa saja yang menurutnya paling berpengaruh sepanjang sejarah  tetapi juga menyusun peringkat berdasarkan seberapa pentingnya mereka.;23/03/23 16.30
5783;3079;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;23/03/23 16.30
1424;3079;100 KESIAPSIAGAAN BEKANGDAM JAYA DALAM MANAJEMENT RISK APPROACH;2020;Taskap berjudul Kesiapsiagaan BEKANGDAM Jaya dalam management Risk Approach Penanggulangan Bencana di wilayah DKI Jakarta oleh Yudi Wibowo  S.sos.;23/03/23 16.34
4527;2959;Hukum Humaniter GPH. Haryomataram, S.H.;1984;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;23/03/23 18.06
5301;3000;Doktrin TNI AD Kartika Eka Paksi;2018;Keputusan Panglima Tentara Nasional Indonesia Nomor Kep/184/II/2018 tentang Doktrin Tentara Nasional Indonesia Angkatan Darat Kartika Eka Paksi.;23/03/23 20.49
4581;3110;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;24/03/23 05.37
4433;3110;Pengantar Studi Hubungan Internasional;1998;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;24/03/23 05.45
4433;3103;Pengantar Studi Hubungan Internasional;1998;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;24/03/23 10.12
4581;3103;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;24/03/23 10.15
1437;3118;114 OPTIMALISASI PELAYANAN JASA BEKANGDAM JAYA PADA PENANGANAN BENCANA BANJIR DI JAKARTA;2020;Taskap yang dibuat dengan Judul 114 OPTIMALISASI PELAYANAN JASA BEKANGDAM JAYA PADA PENANGANAN BENCANA BANJIR DI JAKARTA.;24/03/23 22.37
1426;3118;103 OPTIMALISASI PEMBERDAYAAN KENDARAAN DAPUR LAPANGAN (RANDURLAP) DALAM PENANGANAN BANJIR DI JAKARTA TIMUR GUNA MENDUKUNG TUGAS BEKANGDAM JAYA;2020;Taskap yang dibuat dengan Judul 103 OPTIMALISASI PEMBERDAYAAN KENDARAAN DAPUR LAPANGAN (RANDURLAP) DALAM PENANGANAN BANJIR DI JAKARTA TIMUR GUNA MENDUKUNG TUGAS BEKANGDAM JAYA.;24/03/23 22.46
4581;3126;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;25/03/23 05.27
5068;3126;Dasar-Dasar Public Relations;2008;Buku ini mencoba memberikan gambaran perlunya kualifikasi tertentu bagi mereka yang hendak menjalani profesi Public Relations (PR).;25/03/23 05.31
5272;3126;Berhasil dalam Wawancara;1996;Untuk meraih sukses dalam suatu wawancara tahap seleksi  seseorang dituntut lebih dari sekedar memiliki kualifikasi-kualifikasi  pengetahuan  dan keterampilan-keterampilan yang tepat.;25/03/23 05.31
5775;3126;IKHTISAR SEJARAH TAHUNAN TNI AD TAHUN 2021;2022;IKHTISAR SEJARAH TAHUNAN TNI AD TAHUN 2021;25/03/23 05.32
5776;3126;PEDOMAN SERTIFIKASI GURU MILITER LEMDIK JAJARAN TNI ANGKATAN DARAT;2022;PEDOMAN SERTIFIKASI GURU MILITER LEMDIK JAJARAN TNI ANGKATAN DARAT;25/03/23 05.32
5777;3126;PENILAIAN KETERAMPILAN KHUSUS JABATAN -2 RESIMEN ARHANUD;2022;PENILAIAN KETERAMPILAN KHUSUS JABATAN -2 RESIMEN ARHANUD;25/03/23 05.32
5778;3126;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);25/03/23 05.32
5779;3126;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);25/03/23 05.33
5780;3126;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT UJI COBA;25/03/23 05.33
4581;3023;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;25/03/23 13.38
4433;3016;Pengantar Studi Hubungan Internasional;1998;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;26/03/23 21.49
4581;3016;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;26/03/23 21.58
4581;3090;Hukum Laut Internasional;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;27/03/23 04.27
5758;3044;DEFERRED PROSECUTION AGREEMENT DALAM KEJAHATAN BISNIS;2019;Tampaknya mitos bahwa Badan Usaha Milik Negara (BUMN) tidak kreatif dan inovatif  hanyalah merupakan cerita lama dan mulai terbantahkan.;27/03/23 10.28
5715;3044;Thinking Fast And Slow;2013;Thinking Fast And Slow;27/03/23 10.29
4429;3081;Kumpulan Buku Doktrin Tentara Nasional Indonesia Tridharma Eka Karma (Tridek);2007;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;27/03/23 21.15
4485;3157;Doktrin Induk Kepemimpinan TNI AD;2016;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;28/03/23 08.54
4477;3081;Doktrin Tentara Nasional Indonesia Tri Dharma Eka Karma ( Tridek );2007;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;28/03/23 09.02
4450;2993;Kepemimpinan Militer Pemimpin Bisa Hebat Karena di Dukung Prajurit yang Hebat;2012;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;28/03/23 09.11
5192;2993;Kepemimpinan Militer Catatan dari Pengalaman Letnan Jenderal TNI (Purn) Prabowo Subianto Buku 1;2022;Kepemimpinan Militer Catatan dari Pengalaman Letnan Jenderal TNI (Purn) Prabowo Subianto Buku 1;28/03/23 09.11
5188;2993;Kepemimpinan Militer Catatan dari Pengalaman Letnan Jenderal TNI (Purn) Prabowo Subianto Buku 2;2022;Kepemimpinan Militer Catatan dari Pengalaman Letnan Jenderal TNI (Purn) Prabowo Subianto Buku 2;28/03/23 09.12
4943;3157;111 Konspirasi Menghebohkan Dunia;2010;Anda akan temukan bukti-bukti mencenangkan mengenai topik-topik peristiwa. Masih banyak lagi peristiwa penting dalam buku memikat ini yang mengupas teori-teori konspirasi paling menghebohkan dan ganjil di dunia. Tidak ada peristiwa penting yang terlewatkan  semua terjadi secara apik dan komprehensif.;28/03/23 11.23
